Text A,Text B,Threshold,Cutoff,N-Grams,Num Matches,Text A Length,Text B Length,Locations in A,Locations in B
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_26442019.txt","3","5","3","1","1460562","22425","[(529083, 529158)]","[(19814, 19885)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_25476188.txt","3","5","3","3","1460562","37013","[(395051, 395220), (395707, 395884), (431973, 432180)]","[(32837, 32994), (33011, 33176), (33906, 34094)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_3043224.txt","3","5","3","1","1460562","10260","[(382573, 382702)]","[(4803, 4928)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_30076224.txt","3","5","3","1","1460562","11639","[(352535, 352603)]","[(6141, 6205)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_26288803.txt","3","5","3","1","1460562","60708","[(1122551, 1122665)]","[(22851, 22961)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_301859.txt","3","5","3","1","1460562","38507","[(165093, 165192)]","[(2416, 2516)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_460357.txt","3","5","3","2","1460562","122998","[(125249, 125340), (642914, 643055)]","[(98, 185), (53496, 53629)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_23068240.txt","3","5","3","1","1460562","49161","[(395716, 395884)]","[(5678, 5838)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_25477812.txt","3","5","3","1","1460562","53763","[(147208, 147427)]","[(38517, 38724)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_25473942.txt","3","5","3","1","1460562","41986","[(106756, 106808)]","[(6376, 6425)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_3847642.txt","3","5","3","3","1460562","18212","[(1056161, 1056423), (1448919, 1449134), (1449166, 1449354)]","[(8769, 9014), (17684, 17879), (17889, 18065)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_43973672.txt","3","5","3","1","1460562","82844","[(242883, 243338)]","[(3433, 3855)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_40916817.txt","3","5","3","1","1460562","3543","[(754836, 754886)]","[(2564, 2614)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_460377.txt","3","5","3","5","1460562","54239","[(351152, 351276), (356323, 356453), (357317, 357436), (403033, 403612), (403637, 403957)]","[(29716, 29833), (30317, 30435), (30443, 30550), (51405, 51952), (51978, 52279)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_24598786.txt","3","5","3","1","1460562","52123","[(422229, 422459)]","[(31173, 31385)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_40754316.txt","3","5","3","1","1460562","27159","[(431973, 432074)]","[(9608, 9701)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_486721.txt","3","5","3","2","1460562","17947","[(144991, 145324), (145340, 145651)]","[(10341, 10653), (10669, 10963)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_2872175.txt","3","5","3","1","1460562","36888","[(614738, 614863)]","[(36545, 36662)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_26304520.txt","3","5","3","1","1460562","39319","[(233841, 233924)]","[(16679, 16758)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_26288837.txt","3","5","3","3","1460562","56658","[(154901, 155288), (170333, 170393), (177525, 177812)]","[(1084, 1467), (43900, 43956), (44540, 44811)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_1768645.txt","3","5","3","2","1460562","20546","[(431626, 431729), (431973, 432180)]","[(14687, 14782), (14834, 15022)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_44310970.txt","3","5","3","1","1460562","15685","[(1112151, 1112444)]","[(13356, 13625)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_370378.txt","3","5","3","1","1460562","5301","[(1351012, 1351091)]","[(1086, 1161)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_24044942.txt","3","5","3","1","1460562","28256","[(30032, 30162)]","[(411, 589)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_30059462.txt","3","5","3","2","1460562","36998","[(249899, 250001), (250054, 250137)]","[(12850, 12947), (12995, 13075)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_461859.txt","3","5","3","1","1460562","30228","[(207548, 207782)]","[(19886, 20069)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_25515770.txt","3","5","3","1","1460562","27210","[(1924, 2031)]","[(20810, 20913)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_23645879.txt","3","5","3","1","1460562","37177","[(1102102, 1102161)]","[(88, 147)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_40755287.txt","3","5","3","2","1460562","64199","[(1246937, 1246978), (1247084, 1247612)]","[(35279, 35320), (35359, 35847)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_25478033.txt","3","5","3","1","1460562","21157","[(599302, 599392)]","[(17651, 17717)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_25473839.txt","3","5","3","1","1460562","45266","[(657429, 657607)]","[(5546, 5713)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_40258950.txt","3","5","3","1","1460562","47199","[(1056161, 1056676)]","[(8061, 9002)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_44873792.txt","3","5","3","1","1460562","32594","[(265488, 265742)]","[(29996, 30235)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_25476839.txt","3","5","3","1","1460562","5933","[(760712, 760854)]","[(2917, 3051)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_40246377.txt","3","5","3","1","1460562","29536","[(684011, 684106)]","[(577, 668)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_26635618.txt","3","5","3","1","1460562","11026","[(34134, 34197)]","[(10212, 10271)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/1/ocr/journal-article-10.2307_40232410.txt","3","5","3","2","1460562","63246","[(1459978, 1460410), (1460161, 1460417)]","[(51164, 51574), (51336, 51581)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_20479836.txt","3","5","3","3","1460562","38910","[(31193, 31254), (33878, 34114), (224009, 224105)]","[(22144, 22201), (26302, 26525), (28803, 28895)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_25487226.txt","3","5","3","1","1460562","10215","[(125249, 125340)]","[(7780, 7867)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_25511823.txt","3","5","3","1","1460562","73858","[(594828, 594934)]","[(1147, 1238)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_44871319.txt","3","5","3","1","1460562","38380","[(1206051, 1206159)]","[(6529, 6624)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_30244400.txt","3","5","3","1","1460562","10291","[(601725, 601818)]","[(1375, 1456)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_3847912.txt","3","5","3","6","1460562","33248","[(1449737, 1449946), (1453312, 1453405), (1454853, 1454941), (1455888, 1456190), (1456817, 1456953), (1459354, 1459658)]","[(183, 380), (30361, 30450), (30596, 30676), (31052, 31376), (31405, 31526), (31545, 31822)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_26283685.txt","3","5","3","34","1460562","117616","[(240547, 240646), (242065, 242336), (242552, 242815), (254042, 254145), (270972, 271031), (271957, 272211), (279738, 279838), (299090, 299181), (305277, 305387), (342703, 342847), (343600, 343692), (343823, 344375), (344198, 344410), (350611, 350693), (350835, 350911), (350997, 351108), (359342, 359428), (380804, 380922), (384111, 384224), (384424, 384563), (387207, 387310), (388016, 388185), (388196, 388302), (389067, 389234), (389456, 389593), (389659, 389722), (389905, 390325), (390341, 390425), (390920, 391001), (391255, 391326), (413091, 413202), (413520, 413598), (432125, 432180), (432481, 432636)]","[(51008, 51099), (53234, 53489), (53654, 53904), (55442, 55542), (56207, 56262), (58138, 58369), (60965, 61057), (64455, 64542), (66623, 66729), (73518, 73650), (79343, 79431), (79443, 79965), (79800, 80001), (83102, 83173), (83465, 83537), (83544, 83651), (85645, 85727), (92495, 92609), (93326, 93435), (93446, 93577), (95111, 95210), (95402, 95564), (95716, 95818), (96035, 96869), (96881, 97010), (97037, 97100), (97111, 97478), (97489, 97565), (100123, 100200), (100208, 100275), (101124, 101227), (101313, 101387), (103146, 103201), (103270, 103417)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_26634579.txt","3","5","3","3","1460562","19911","[(1459167, 1460037), (1459880, 1460290), (1460161, 1460417)]","[(18196, 18961), (18812, 19202), (19077, 19322)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_26285218.txt","3","5","3","9","1460562","75291","[(165430, 165493), (210997, 211141), (211165, 211340), (237058, 237187), (822647, 822762), (822871, 823099), (906757, 906845), (907084, 907189), (1153557, 1153809)]","[(11111, 11169), (50494, 50713), (51079, 51243), (52925, 53046), (54305, 54415), (55177, 55450), (66216, 66300), (66439, 66541), (67761, 67992)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_26237383.txt","3","5","3","1","1460562","34969","[(911320, 911370)]","[(28784, 28835)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_3684816.txt","3","5","3","1","1460562","38740","[(252778, 253160)]","[(32498, 32859)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_23347111.txt","3","5","3","1","1460562","8648","[(947784, 947855)]","[(7767, 7834)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_25476464.txt","3","5","3","4","1460562","25126","[(243356, 243489), (246085, 246325), (250729, 250851), (962443, 962577)]","[(8151, 8274), (8659, 8887), (9559, 9674), (9960, 10087)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_25486744.txt","3","5","3","1","1460562","6203","[(625524, 625592)]","[(3325, 3389)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_20626669.txt","3","5","3","1","1460562","12316","[(40043, 40107)]","[(3365, 3425)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_40388971.txt","3","5","3","1","1460562","75426","[(448070, 448207)]","[(10460, 10589)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_25484980.txt","3","5","3","1","1460562","37162","[(472147, 472240)]","[(29745, 29830)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.5325_jmodeperistud.4.1.0055.txt","3","5","3","1","1460562","48079","[(472748, 473022)]","[(12535, 12793)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_23253932.txt","3","5","3","1","1460562","52373","[(911, 1032)]","[(41440, 41553)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/book-chapter-10.2307_j.ctv1rmjj8.14.txt","3","5","3","1","1460562","140420","[(898, 956)]","[(125162, 125216)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_25486501.txt","3","5","3","1","1460562","22431","[(1139085, 1139209)]","[(14462, 14575)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_25476968.txt","3","5","3","7","1460562","42117","[(52984, 53080), (502410, 502591), (553876, 554029), (683294, 683425), (691693, 691820), (693477, 693575), (776465, 776635)]","[(6098, 6190), (17234, 17403), (18766, 18911), (32282, 32405), (32442, 32564), (32599, 32693), (33928, 34086)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_41389793.txt","3","5","3","1","1460562","134313","[(1459978, 1460410)]","[(4327, 4774)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_25486757.txt","3","5","3","3","1460562","9648","[(207548, 207622), (207676, 207829), (1146636, 1146710)]","[(2426, 2496), (2511, 2658), (3575, 3639)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_25476699.txt","3","5","3","3","1460562","52252","[(446154, 446249), (716265, 716369), (728379, 728470)]","[(30156, 30247), (34948, 35048), (35195, 35281)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_25486692.txt","3","5","3","1","1460562","3240","[(47197, 47254)]","[(1578, 1635)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_26283623.txt","3","5","3","10","1460562","68902","[(143960, 144038), (144136, 144309), (144343, 144462), (144553, 144902), (144918, 145055), (145225, 145492), (256017, 256213), (578322, 578379), (1459354, 1459499), (1459910, 1460042)]","[(49495, 49569), (49625, 49791), (49786, 49904), (49940, 50270), (50287, 50416), (50525, 50776), (53217, 53382), (60007, 60064), (60883, 61009), (62907, 63608)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_44871049.txt","3","5","3","2","1460562","62208","[(71989, 72267), (491234, 491323)]","[(13608, 13871), (34683, 34768)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_24394659.txt","3","5","3","1","1460562","10168","[(338657, 338889)]","[(5773, 5991)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_25486603.txt","3","5","3","4","1460562","40342","[(389916, 390075), (432911, 433039), (437696, 437922), (452306, 452401)]","[(34858, 35005), (35397, 35518), (37142, 37356), (37514, 37601)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_25485397.txt","3","5","3","3","1460562","16067","[(28214, 28275), (28577, 28777), (28879, 29241)]","[(289, 350), (354, 536), (608, 947)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_441561.txt","3","5","3","1","1460562","37935","[(693647, 693838)]","[(23152, 23330)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_25477781.txt","3","5","3","2","1460562","48118","[(101478, 101535), (319415, 319548)]","[(37413, 37466), (39188, 39309)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_30060330.txt","3","5","3","1","1460562","25407","[(469374, 469417)]","[(11941, 11980)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_30225332.txt","3","5","3","3","1460562","36063","[(35312, 35961), (35873, 36082), (36233, 36386)]","[(13754, 14367), (14283, 14481), (14491, 14632)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_25484944.txt","3","5","3","2","1460562","30792","[(13540, 13626), (1108981, 1109388)]","[(18786, 18868), (19176, 19584)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_25485401.txt","3","5","3","3","1460562","14198","[(911, 1032), (880108, 880175), (1460277, 1460417)]","[(3806, 3919), (6421, 6484), (7785, 7918)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_26635247.txt","3","5","3","5","1460562","14379","[(506453, 506508), (863014, 863342), (863379, 863445), (863508, 863610), (870364, 870560)]","[(6894, 6949), (8318, 8626), (8656, 8718), (11537, 11635), (11772, 11958)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_24726599.txt","3","5","3","1","1460562","14678","[(1426954, 1427151)]","[(14467, 14632)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_26283004.txt","3","5","3","7","1460562","84996","[(92372, 92442), (217120, 217209), (252426, 252758), (616769, 616907), (678923, 679132), (679370, 679441), (679539, 679822)]","[(46256, 46323), (49336, 49421), (61487, 61793), (71694, 71824), (76417, 76614), (77898, 77965), (78062, 78332)]"
"../texts/corpus-joyce-finnegans-wake-tei/finnegans-wake-corrected.html","/home/jon/Code/corpus-joyce-finnegans-wake-tei/criticism-analysis/2/ocr/journal-article-10.2307_40097576.txt","3","5","3","1","1460562","2158","[(721077, 721209)]","[(1006, 1128)]"
